id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,retweet,user_rt,mentions
1042784593655603202,2018-09-20,09:36:35,CDT,4048457493,Heriotza,NOOO YOU'LL NEVER BE ALOOONE WHEN DARKNESS COMES I'LL LIIIGHT THEEE NIIIGHT WIIITH STAAARS HEAR THE WHISPERS IN THE DARK NOOO YOU'LL NEVER BE ALOOONE WHEN DARKNESS COMES YOU KNOOOW I'M NEEEVEEER FAAAR HEAR THE WHISPERS IN THE DARK WHISPERS IN THE DARK,0,0,0,,,https://twitter.com/Heriotza/status/1042784593655603202,,None,
1042779291291856898,2018-09-20,09:15:31,CDT,396964956,BabyPrior,Turn tangles and struggles into features not bugs. Engagement ... More for Cancer  http://bit.ly/yk3b9m ,0,0,0,,,https://twitter.com/BabyPrior/status/1042779291291856898,,None,
1042776207341887488,2018-09-20,09:03:16,CDT,248372134,AboSeFo,Just posted a photo @ Technology World  https://www.instagram.com/p/Bn81kgTn3RS/?utm_source=ig_twitter_share&igshid=j8dnrvl26te4 …,0,0,0,,,https://twitter.com/AboSeFo/status/1042776207341887488,,None,
1042771747169349632,2018-09-20,08:45:32,CDT,97017516,syriani_,"I lost the original text tweet in the twitter algorithm refresh but he really seems like he's screaming ""WLE SHU HAYDA"" 😂😂 https://twitter.com/Travishcott/status/1042498824953122817 …",0,2,5,,,https://twitter.com/syriani_/status/1042771747169349632,,None,
1042768600615006208,2018-09-20,08:33:02,CDT,611204742,m_sammani,5 of 5 stars to All Your Perfects by Colleen Hoover https://www.goodreads.com/review/show?id=2528603890 …,0,0,0,,,https://twitter.com/m_sammani/status/1042768600615006208,,None,
1042767960232878080,2018-09-20,08:30:30,CDT,862686193,yasseralhaji1,Regime cutting of the salary of any one even retired who lives in liberated area .. pic.twitter.com/RLcnollptv,0,1,0,,,https://twitter.com/yasseralhaji1/status/1042767960232878080,,None,
1042750721756737536,2018-09-20,07:22:00,CDT,1694786299,Yazen454,"@realDonaldTrump You are thief , you steal the money from arabic countries and the others",0,0,0,,,https://twitter.com/Yazen454/status/1042750721756737536,,None,realDonaldTrump
1042744434520207360,2018-09-20,06:57:01,CDT,799036475065139200,aleppo_breaking,#CivilDefense teams rushed to the scene and transferring injured to medical points.,0,0,0,,#CivilDefense,https://twitter.com/aleppo_breaking/status/1042744434520207360,,None,
1042743686763896832,2018-09-20,06:54:02,CDT,1041876076455239680,3Qubes,"First Market Place Diwali Sale under 3qubes, 3rd after 2 trials! Dont mis raffle prizes and deals! pic.twitter.com/yDPdp5ASyY",0,0,0,,,https://twitter.com/3Qubes/status/1042743686763896832,,None,
1042741009283796992,2018-09-20,06:43:24,CDT,97017516,syriani_,Ask me anything! https://curiouscat.me/syriani_ ,0,0,0,,,https://twitter.com/syriani_/status/1042741009283796992,,None,
1042715830906232832,2018-09-20,05:03:21,CDT,372160015,Kwazi_X,The Moozlie and Kid X combo is one for the history books,0,0,0,,,https://twitter.com/Kwazi_X/status/1042715830906232832,,None,
1042711701056053248,2018-09-20,04:46:56,CDT,1004908304441790464,acncosyria,North-Eastern Syria: Kurds close several Christian schools https://www.christiansofsyria.org/north-eastern-syria-kurds-close-several-christian-schools/ …,0,0,0,,,https://twitter.com/acncosyria/status/1042711701056053248,,None,
1042711660140683265,2018-09-20,04:46:47,CDT,1004908304441790464,acncosyria,ACN approves over 3 million Euros for 40 projects for the reconstruction of Syria https://www.christiansofsyria.org/acn-approves-over-3-million-euros-for-40-projects-for-the-reconstruction-of-syria/ …,0,0,0,,,https://twitter.com/acncosyria/status/1042711660140683265,,None,
1042710880960557057,2018-09-20,04:43:41,CDT,486677036,under_world009,Happy birthday bro🎉🎊❤️  https://www.facebook.com/GM.Yaman/videos/2204017856337950/ …,0,0,0,,,https://twitter.com/under_world009/status/1042710880960557057,,None,
1042700056741085184,2018-09-20,04:00:40,CDT,40918114,SSAR_Aleppo,"International Space Station will fly over #Aleppo from 19:58 with magnitude -2.7, elevation 38.1 degree  https://ssar.space/s/ISS/201809201653 … #ISS pic.twitter.com/g1fXoRHK3x",0,0,0,,"#Aleppo,#ISS",https://twitter.com/SSAR_Aleppo/status/1042700056741085184,,None,
1042700000076029952,2018-09-20,04:00:27,CDT,40918114,SSAR_Aleppo,"Hubble Space Telescope will fly over #Aleppo from 19:16 with magnitude 0.6, elevation 25.5 degree  https://ssar.space/s/HUBBLE/201809201611 … #Hubble pic.twitter.com/rzPELWiIxz",0,0,0,,"#Aleppo,#Hubble",https://twitter.com/SSAR_Aleppo/status/1042700000076029952,,None,
1042699417562828800,2018-09-20,03:58:08,CDT,799036475065139200,aleppo_breaking,Urge ALL Syrian civilians to download the civilian neighborhoods of #EasternGhouta,0,0,0,,#EasternGhouta,https://twitter.com/aleppo_breaking/status/1042699417562828800,,None,
1042696964872314880,2018-09-20,03:48:23,CDT,1965362574,zahdeh_a,This is pacific garbage patch. Tons of plastic floating and tons of plastic submerged under water.Imagine how it must be for marine life to live is such a mess!🐟🐠🐠🐬🐋🐳  https://www.facebook.com/ali.zahdeh.9/videos/1494551367356770/ …,0,0,0,,,https://twitter.com/zahdeh_a/status/1042696964872314880,,None,
1042693310320701440,2018-09-20,03:33:52,CDT,350095754,Dr_A_Hassoun,I posted a new video to Facebook  https://www.facebook.com/Dr.Ahmad.Hassoun/videos/2234301780136953/ …,0,0,1,,,https://twitter.com/Dr_A_Hassoun/status/1042693310320701440,,None,
1042689438760017920,2018-09-20,03:18:29,CDT,2331718640,mze1996,@wutjc İ will make my hair like you in winter be snow man not like old man 😂,0,0,1,,,https://twitter.com/mze1996/status/1042689438760017920,,None,wutjc
1042675257377783808,2018-09-20,02:22:07,CDT,799036475065139200,aleppo_breaking,Don't know what the #WhiteHelmets are working to evacuate the injured to medical points.,0,0,0,,#WhiteHelmets,https://twitter.com/aleppo_breaking/status/1042675257377783808,,None,
1042650845467353089,2018-09-20,00:45:07,CDT,799036475065139200,aleppo_breaking,Most of the video where the audio is not distorted:,0,0,0,,,https://twitter.com/aleppo_breaking/status/1042650845467353089,,None,
1042642645548507136,2018-09-20,00:12:32,CDT,966612666948177920,MotsopaLintle,Women deserve the best😍😍😍a big shout out to my queens✊✊ pic.twitter.com/JaXqN4T8Jk,0,0,3,,,https://twitter.com/MotsopaLintle/status/1042642645548507136,,None,
1042631328305487872,2018-09-19,23:27:34,CDT,2659255841,Oupa_TJFam,@Biofreeze @Yankees Yankees,0,0,0,,,https://twitter.com/Oupa_TJFam/status/1042631328305487872,,None,"Yankees,Biofreeze"
1042630946711842816,2018-09-19,23:26:03,CDT,372160015,Kwazi_X,You’re gonna lose your Minister of good vibes position https://twitter.com/mbalulafikile/status/1042291199779004416 …,0,0,0,,,https://twitter.com/Kwazi_X/status/1042630946711842816,,None,
1042630275686191104,2018-09-19,23:23:23,CDT,372160015,Kwazi_X,All of it https://twitter.com/clinton_vice_b/status/1042322106887888897 …,0,0,0,,,https://twitter.com/Kwazi_X/status/1042630275686191104,,None,
1042629707697664001,2018-09-19,23:21:08,CDT,372160015,Kwazi_X,@_uMbali Lmao 😂 noted,1,0,0,,,https://twitter.com/Kwazi_X/status/1042629707697664001,,None,_uMbali
1042626358042652672,2018-09-19,23:07:49,CDT,2899666120,m050646179000,I posted a new video to Facebook  https://www.facebook.com/muhammedmirali1997/videos/2115353448715152/ …,0,0,0,,,https://twitter.com/m050646179000/status/1042626358042652672,,None,
1042626263175888902,2018-09-19,23:07:26,CDT,761010433939603456,HopeAust24,Happy Birthday Bestie!!! Finally 18 and legal to be a bad bitch💓 love you more than life scamy 🤩 @ami_fisher32 pic.twitter.com/Imlg2TOHa0,0,0,3,,,https://twitter.com/HopeAust24/status/1042626263175888902,,None,ami_fisher32
1042614670241226752,2018-09-19,22:21:22,CDT,248372134,AboSeFo,Just posted a photo @ Technology World  https://www.instagram.com/p/Bn7sHWEH8rB/?utm_source=ig_twitter_share&igshid=nd48or469zk4 …,0,0,0,,,https://twitter.com/AboSeFo/status/1042614670241226752,,None,
1042592964277686273,2018-09-19,20:55:07,CDT,799036475065139200,aleppo_breaking,"#WhiteHelmets teams worked to retrieve the martyrs, and the center completely out of service now",0,0,0,,#WhiteHelmets,https://twitter.com/aleppo_breaking/status/1042592964277686273,,None,
1042578812473683970,2018-09-19,19:58:53,CDT,394453938,KPF2013,"Petty people, I'll tell you whaaaaaaaa lol",0,0,5,,,https://twitter.com/KPF2013/status/1042578812473683970,,None,
1042568766876471296,2018-09-19,19:18:58,CDT,843943044642672640,KhadeejaKaram,@najwakaram B7ebbik add l kawn 💖Good night 🌸,0,0,0,,,https://twitter.com/KhadeejaKaram/status/1042568766876471296,,None,najwakaram
1042567687686238208,2018-09-19,19:14:41,CDT,203892683,youssefdj,"On October 12th 2018, we are holding our fundraising gala in a new concept, Le Music Hall! Enjoy live musical shows and a refined dining experience in a magical location! Call to book now: 514-746-4703Rami BadrNora...  https://www.facebook.com/Ybardakji/posts/10156036655347872 …",0,0,0,,,https://twitter.com/youssefdj/status/1042567687686238208,,None,
1042545781373370368,2018-09-19,17:47:38,CDT,3137940570,tk14674,"i’ve listened to unfair by @6LACK at least 300 times already, the beat drop is heavenly",0,0,1,,,https://twitter.com/tk14674/status/1042545781373370368,,None,6LACK
1042544895897026566,2018-09-19,17:44:07,CDT,799036475065139200,aleppo_breaking,44 Airstrikes targeted civilian areas in Kafranbel in #Idleb today.,0,0,0,,#Idleb,https://twitter.com/aleppo_breaking/status/1042544895897026566,,None,
1042536293748678657,2018-09-19,17:09:56,CDT,97017516,syriani_,What's the last city you've visited? — Beirut https://curiouscat.me/syriani_/post/654951622?1537394996 …,0,0,0,,,https://twitter.com/syriani_/status/1042536293748678657,,None,
1042530582478106624,2018-09-19,16:47:14,CDT,2282483875,LuluMasri3,"I may do a lot of things, but I'll never be glad of someone's suffering",0,0,0,,,https://twitter.com/LuluMasri3/status/1042530582478106624,,None,
1042515065294016512,2018-09-19,15:45:35,CDT,302220373,botts___,@belbartok bingoo,0,0,0,,,https://twitter.com/botts___/status/1042515065294016512,,None,belbartok
1042514514477043713,2018-09-19,15:43:23,CDT,3137940570,tk14674,i need this guys confidence bmt https://twitter.com/lzison/status/1042511288595894272 …,0,5,36,,,https://twitter.com/tk14674/status/1042514514477043713,,None,
1042510474108186624,2018-09-19,15:27:20,CDT,267354060,agkforever,"@Asease99020935 @ktiosz_dev NVM , It's an insult",0,0,0,,,https://twitter.com/agkforever/status/1042510474108186624,,None,"ktiosz_dev,Asease99020935"
1042510258739073024,2018-09-19,15:26:29,CDT,1551675601,mattyjbrannon,"I'm heaving 😷Being this big is not healthy, being proud of being this big is not healthy, pretending that being this big is healthy and encouraging others to belive the same is a horrible thing to do https://twitter.com/Tess_Holliday/status/1042253822691749888 …",0,0,0,,,https://twitter.com/mattyjbrannon/status/1042510258739073024,,None,
1042510195035987968,2018-09-19,15:26:14,CDT,267354060,agkforever,"@ktiosz_dev """"We are working to an exploit (full kexploit) for 5.55 Firmware """"(!!!) WE WILL NOT RELEASE A JAILBREAK (!!!) if you are not gona to release jb, why you are asking that?",1,0,2,,,https://twitter.com/agkforever/status/1042510195035987968,,None,ktiosz_dev
1042507738562080769,2018-09-19,15:16:28,CDT,1551675601,mattyjbrannon,@elliecappa @DickKingSmith Shrew-shrew,0,0,0,,,https://twitter.com/mattyjbrannon/status/1042507738562080769,,None,"DickKingSmith,elliecappa"
1042506075298254848,2018-09-19,15:09:51,CDT,1551675601,mattyjbrannon,Imagine being this wet https://twitter.com/beccaalice0/status/1042444064531132418 …,0,0,1,,,https://twitter.com/mattyjbrannon/status/1042506075298254848,,None,
1042493808783622144,2018-09-19,14:21:07,CDT,799036475065139200,aleppo_breaking,Teams in Idlib still sifting through rubble after warplanes bombed her home in #Douma in besieged Eastern #Ghouta.,0,0,0,,"#Douma,#Ghouta",https://twitter.com/aleppo_breaking/status/1042493808783622144,,None,
1042491503707340801,2018-09-19,14:11:57,CDT,985127901031956482,AyaBarsa,"When you really listen to another person from their point of view, and reflect back to them that understanding, it’s like giving them emotional oxygen.#qoutes",0,0,0,,#qoutes,https://twitter.com/AyaBarsa/status/1042491503707340801,,None,
1042488306704035845,2018-09-19,13:59:15,CDT,97017516,syriani_,Ahhhh the days when people didnt know Syria and thought we said Serbia. Good times good times https://twitter.com/shawtyarabia/status/1042451981669998592 …,1,4,13,,,https://twitter.com/syriani_/status/1042488306704035845,,None,
1042476075077517312,2018-09-19,13:10:39,CDT,302220373,botts___,@Adriana_verissi Never!!!,0,0,1,,,https://twitter.com/botts___/status/1042476075077517312,,None,Adriana_verissi
1042464962017472512,2018-09-19,12:26:29,CDT,778379811064512512,fares_anbarjy00,"l missed you so fucking much , Queen of all my memories , my fucking memories 😍😍💙@AvrilLavigne@iHearttAvril#HeadAboveWater https://youtu.be/v686vG5PSac  pic.twitter.com/gPg0fw6rrk",0,2,2,,#HeadAboveWater,https://twitter.com/fares_anbarjy00/status/1042464962017472512,,None,"AvrilLavigne,iHearttAvril"
1042463632951599104,2018-09-19,12:21:12,CDT,934487394358833157,KING_THAKADU,@JHBWater the is water coming out on the road.please send your guys to fix this. Berea tudhope and Mitchell street pic.twitter.com/RESvx75bnr,0,0,0,,,https://twitter.com/KING_THAKADU/status/1042463632951599104,,None,JHBWater
1042462463223050241,2018-09-19,12:16:33,CDT,2787876970,scdaleppo,Awareness team in the western countryside of Aleppo visits a school to educate students about the dangers of unexploded ammo and strange objects and familiarize them with the guide to the protection of civilians. pic.twitter.com/IVnG3So81W,7,16,17,,,https://twitter.com/scdaleppo/status/1042462463223050241,,None,
1042461391469391872,2018-09-19,12:12:18,CDT,97017516,syriani_,"Did you ever write about a girl? — No, im not much of a writer anyways  https://curiouscat.me/syriani_/post/654722034?1537377138 …",0,0,0,,,https://twitter.com/syriani_/status/1042461391469391872,,None,
1042460512351657984,2018-09-19,12:08:48,CDT,2787876970,scdaleppo,Firefighters team responded to a fire call in Big orm. pic.twitter.com/dO0Q1C1cl3,0,9,14,,,https://twitter.com/scdaleppo/status/1042460512351657984,,None,
1042445993105604610,2018-09-19,11:11:07,CDT,203892683,youssefdj,#Montreal #Night #Life #Coming #SoonDj Youssef#Youssef_Bardakji#يوسف_بردقجي#DJ_YOUSSEF  https://www.facebook.com/djyousseffanpage/posts/1818745474840610 …,0,0,0,,"#Montreal,#Night,#Life,#Coming,#SoonDj,#Youssef_Bardakji,#يوسف_بردقجي,#DJ_YOUSSEF",https://twitter.com/youssefdj/status/1042445993105604610,,None,
1042435973437693955,2018-09-19,10:31:18,CDT,97017516,syriani_,"Hahah I think the typo revealed a lot. — Yes, yes it did https://curiouscat.me/syriani_/post/654658587?1537371078 …",0,0,0,,,https://twitter.com/syriani_/status/1042435973437693955,,None,
1042435758986997761,2018-09-19,10:30:27,CDT,40918114,SSAR_Aleppo,"From 19:26, Hubble Space Telescope will fly over #Aleppo with magnitude 0.8, elevation 23.9 degree  https://ssar.space/s/HUBBLE/201809191621 … #Hubble pic.twitter.com/bzVxpkS5GO",0,0,0,,"#Aleppo,#Hubble",https://twitter.com/SSAR_Aleppo/status/1042435758986997761,,None,
1042430389569167360,2018-09-19,10:09:06,CDT,799036475065139200,aleppo_breaking,216 children (including a #White_Helmet volunteer) after warplanes airstrike on #Arbin city in #Eastern_Ghouta,0,0,0,,"#White_Helmet,#Arbin,#Eastern_Ghouta",https://twitter.com/aleppo_breaking/status/1042430389569167360,,None,
1042429458618052608,2018-09-19,10:05:24,CDT,40918114,SSAR_Aleppo,"From 19:01, Tiangong2 will fly over #Aleppo with magnitude 0.6, elevation 39.5 degree  https://ssar.space/s/TIANGONG2/201809191556 … #Tiangong2 pic.twitter.com/nTTzsZPzZ3",0,0,0,,"#Aleppo,#Tiangong2",https://twitter.com/SSAR_Aleppo/status/1042429458618052608,,None,
1042417784980996096,2018-09-19,09:19:01,CDT,97017516,syriani_,"@jenananan most white people I know do that, makes sense..",1,0,0,,,https://twitter.com/syriani_/status/1042417784980996096,,None,jenananan
1042417007671402496,2018-09-19,09:15:56,CDT,396964956,BabyPrior,A wave of enthusiasm incites an impressive bout of indulgence.... More for Cancer  http://bit.ly/yk3b9m ,0,0,0,,,https://twitter.com/BabyPrior/status/1042417007671402496,,None,
1042416169179906048,2018-09-19,09:12:36,CDT,97017516,syriani_,"Hahaha fine I'll delete the drive part — Shuu drive, we were just at drinks, seems like you went ahead with the drink yourself  https://curiouscat.me/syriani_/post/654619281?1537366356 …",0,0,0,,,https://twitter.com/syriani_/status/1042416169179906048,,None,
1042413624780881921,2018-09-19,09:02:29,CDT,97017516,syriani_,"You're so cute. I'd buy you a drink. — What is this haram behavior, astaghfirullah lool thank you i appreciate it :))  https://curiouscat.me/syriani_/post/654606094?1537365749 …",0,0,1,,,https://twitter.com/syriani_/status/1042413624780881921,,None,
1042410426565312512,2018-09-19,08:49:47,CDT,302220373,botts___,@MonicaVivaBR bad sign,0,0,2,,,https://twitter.com/botts___/status/1042410426565312512,,None,MonicaVivaBR
1042407156446883841,2018-09-19,08:36:47,CDT,1951887516,SaiOmkaar,PS : #raining outside Soo... Lit #candle nd yeah also clicked a #lit #pic ...#light paves us the way to.... #brighter ideas ..Device : #motoe4plus ..Type : #selectivepotrait…  https://www.instagram.com/p/BlP2YlxBibz/?utm_source=ig_twitter_share&igshid=3fcktpmgkpsr …,0,0,0,,"#raining,#candle,#lit,#pic,#light,#brighter,#motoe4plus,#selectivepotrait",https://twitter.com/SaiOmkaar/status/1042407156446883841,,None,
1042397784018698240,2018-09-19,07:59:33,CDT,184290937,wwahab,I posted a new video to Facebook  https://www.facebook.com/abodwahab/videos/251487388846584/ …,0,0,0,,,https://twitter.com/wwahab/status/1042397784018698240,,None,
1042395768747962369,2018-09-19,07:51:32,CDT,97017516,syriani_,@zeina_talha I actually look so badass and you fixed my eyebrows!!!! I love it 😍😁💙,0,0,1,,,https://twitter.com/syriani_/status/1042395768747962369,,None,zeina_talha
1042394752816218112,2018-09-19,07:47:30,CDT,1227907321,nobleprince88,I liked a @YouTube video  http://youtu.be/4B9XMAbH-b0?a  Billie Eilish - Lovely (Lyrics) ft. Khalid,0,0,0,,,https://twitter.com/nobleprince88/status/1042394752816218112,,None,YouTube
1042381817540751363,2018-09-19,06:56:06,CDT,799036475065139200,aleppo_breaking,20+ SCD volunteers were injured in a car accident near #Ariha town in southern #Idlib city.,0,0,0,,"#Ariha,#Idlib",https://twitter.com/aleppo_breaking/status/1042381817540751363,,None,
1042366430061187072,2018-09-19,05:54:57,CDT,372160015,Kwazi_X,Being stoned during a lecture >>>>,0,0,1,,,https://twitter.com/Kwazi_X/status/1042366430061187072,,None,
1042365850089598976,2018-09-19,05:52:39,CDT,394453938,KPF2013,Waking up on your own versus to an alarm clock are two VERY different things..,0,0,7,,,https://twitter.com/KPF2013/status/1042365850089598976,,None,
1042361060651618304,2018-09-19,05:33:37,CDT,1011025825,MehmetHelali,@MichaelKreutz Russian reaction to the plane's downing and killing 15 people confirmed that there would be no changePerhaps more cooperation and coordinationNote what happened with Turkey after dropping the plane,0,0,0,,,https://twitter.com/MehmetHelali/status/1042361060651618304,,None,MichaelKreutz
1042360814211088384,2018-09-19,05:32:38,CDT,776389459822710784,ahmed20751517,I miss you like a flower misses the sun in the depth of winter👌,0,0,0,,,https://twitter.com/ahmed20751517/status/1042360814211088384,,None,
1042359625306329088,2018-09-19,05:27:55,CDT,799036475065139200,aleppo_breaking,After targeting a center in Hama countryside with many rockets.,0,0,0,,,https://twitter.com/aleppo_breaking/status/1042359625306329088,,None,
1042358663615262720,2018-09-19,05:24:06,CDT,776389459822710784,ahmed20751517,My biggest fear is losing my mom. pic.twitter.com/TabZCdftQn,0,0,0,,,https://twitter.com/ahmed20751517/status/1042358663615262720,,None,
1042357647696125952,2018-09-19,05:20:03,CDT,372160015,Kwazi_X,Lmao y’all play too much 😂😂😂 https://twitter.com/vforvusi/status/1042071599548116998 …,0,0,0,,,https://twitter.com/Kwazi_X/status/1042357647696125952,,None,
1042346322093912064,2018-09-19,04:35:03,CDT,1011025825,MehmetHelali,@MichaelKreutz Don't believe that it's a joke,1,0,0,,,https://twitter.com/MehmetHelali/status/1042346322093912064,,None,MichaelKreutz
1042329183664463872,2018-09-19,03:26:57,CDT,711940297207496705,Anikianxki_,Senseless Ting❤️,0,0,0,,,https://twitter.com/Anikianxki_/status/1042329183664463872,,None,
1042321073717563392,2018-09-19,02:54:44,CDT,711940297207496705,Anikianxki_,Feeling...,0,0,0,,,https://twitter.com/Anikianxki_/status/1042321073717563392,,None,
1042310445384785920,2018-09-19,02:12:30,CDT,97017516,syriani_,@madl0va You've just shot up the list of my favorite mutuals for this tweet,1,0,1,,,https://twitter.com/syriani_/status/1042310445384785920,,None,madl0va
1042309041610010626,2018-09-19,02:06:55,CDT,799036475065139200,aleppo_breaking,46 killed & 230+ injured in #Aleppo city yesterday after being targeted with poisonous gas today -suspected chlorine,0,0,0,,#Aleppo,https://twitter.com/aleppo_breaking/status/1042309041610010626,,None,
1042291907223871488,2018-09-19,00:58:50,CDT,966612666948177920,MotsopaLintle,@AdvBarryRoux I even think is a male demon😂😂😂 pic.twitter.com/kIz6cohSlD,0,0,0,,,https://twitter.com/MotsopaLintle/status/1042291907223871488,,None,AdvBarryRoux
